,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,GEOID_Data,H01B25002e1,H01B25002e2,H01B25002e3,H02B25024e1,H02B25024e10,H02B25024e11,H02B25024e2,H02B25024e3,H02B25024e4,H02B25024e5,H02B25024e6,H02B25024e7,H02B25024e8,H02B25024e9,H03B25033e1,H03B25033e10,H03B25033e11,H03B25033e12,H03B25033e13,H03B25033e2,H03B25033e3,H03B25033e4,H03B25033e5,H03B25033e6,H03B25033e7,H03B25033e8,H03B25033e9,H04B25034e1,H04B25034e10,H04B25034e11,H04B25034e2,H04B25034e3,H04B25034e4,H04B25034e5,H04B25034e6,H04B25034e7,H04B25034e8,H04B25034e9,H04B25035e1,H04B25037e1,H04B25037e2,H04B25037e3,H05B25017e1,H05B25017e10,H05B25017e2,H05B25017e3,H05B25017e4,H05B25017e5,H05B25017e6,H05B25017e7,H05B25017e8,H05B25017e9,H05B25018e1,H05B25019e1,H05B25021e1,H05B25021e2,H05B25021e3,H05B25022e1,H05B25022e2,H05B25022e3,H06B25041e1,H06B25041e2,H06B25041e3,H06B25041e4,H06B25041e5,H06B25041e6,H06B25041e7,H06B25042e10,H06B25042e11,H06B25042e12,H06B25042e13,H06B25042e14,H06B25042e15,H06B25042e3,H06B25042e4,H06B25042e5,H06B25042e6,H06B25042e7,H06B25042e8,H06B25042e9,H07B25003Ae1,H07B25003Ae2,H07B25003Ae3,H07B25003Be1,H07B25003Be2,H07B25003Be3,H07B25003Ce1,H07B25003Ce2,H07B25003Ce3,H07B25003De1,H07B25003De2,H07B25003De3,H07B25003Ee1,H07B25003Ee2,H07B25003Ee3,H07B25003Fe1,H07B25003Fe2,H07B25003Fe3,H07B25003Ge1,H07B25003Ge2,H07B25003Ge3,H07B25003He1,H07B25003He2,H07B25003He3,H07B25003Ie1,H07B25003Ie2,H07B25003Ie3,H07B25003e1,H07B25003e2,H07B25003e3,H07B25007e10,H07B25007e11,H07B25007e13,H07B25007e14,H07B25007e15,H07B25007e16,H07B25007e17,H07B25007e18,H07B25007e19,H07B25007e20,H07B25007e21,H07B25007e3,H07B25007e4,H07B25007e5,H07B25007e6,H07B25007e7,H07B25007e8,H07B25007e9,H07B25010e1,H07B25010e2,H07B25010e3,H08B25008e1,H08B25008e2,H08B25008e3,H09B25004e1,H09B25004e2,H09B25004e3,H09B25004e4,H09B25004e5,H09B25004e6,H09B25004e7,H09B25004e8,H10B25006e1,H10B25006e2,H10B25006e3,H10B25006e4,H10B25006e5,H10B25006e6,H10B25006e7,H10B25006e8,H11B25038e1,H11B25038e10,H11B25038e11,H11B25038e12,H11B25038e13,H11B25038e14,H11B25038e15,H11B25038e2,H11B25038e3,H11B25038e4,H11B25038e5,H11B25038e6,H11B25038e7,H11B25038e8,H11B25038e9,H11B25039e1,H11B25039e2,H11B25039e3,H12B25044e1,H12B25044e10,H12B25044e11,H12B25044e12,H12B25044e13,H12B25044e14,H12B25044e15,H12B25044e2,H12B25044e3,H12B25044e4,H12B25044e5,H12B25044e6,H12B25044e7,H12B25044e8,H12B25044e9,H12B25046e1,H12B25046e2,H12B25046e3,H13B25040e1,H13B25040e10,H13B25040e2,H13B25040e3,H13B25040e4,H13B25040e5,H13B25040e6,H13B25040e7,H13B25040e8,H13B25040e9,H14B25016e1,H14B25016e11,H14B25016e16,H14B25016e2,H14B25016e7,H14B25043e16,H14B25043e7,H14B25053e4,H14B25053e7,H15B25014e1,H15B25014e10,H15B25014e11,H15B25014e12,H15B25014e13,H15B25014e2,H15B25014e3,H15B25014e4,H15B25014e5,H15B25014e6,H15B25014e7,H15B25014e8,H15B25014e9,H16B25075e1,H16B25075e10,H16B25075e11,H16B25075e12,H16B25075e13,H16B25075e14,H16B25075e15,H16B25075e16,H16B25075e17,H16B25075e18,H16B25075e19,H16B25075e2,H16B25075e20,H16B25075e21,H16B25075e22,H16B25075e23,H16B25075e24,H16B25075e25,H16B25075e26,H16B25075e27,H16B25075e3,H16B25075e4,H16B25075e5,H16B25075e6,H16B25075e7,H16B25075e8,H16B25075e9,H16B25076e1,H16B25077e1,H16B25078e1,H16B25079e1,H16B25083e1,H17B25085e1,H17B25085e10,H17B25085e11,H17B25085e12,H17B25085e13,H17B25085e14,H17B25085e15,H17B25085e16,H17B25085e17,H17B25085e18,H17B25085e19,H17B25085e2,H17B25085e20,H17B25085e21,H17B25085e22,H17B25085e23,H17B25085e24,H17B25085e25,H17B25085e26,H17B25085e27,H17B25085e3,H17B25085e4,H17B25085e5,H17B25085e6,H17B25085e7,H17B25085e8,H17B25085e9,H17B25086e1,H18B25081e1,H18B25081e2,H18B25081e4,H18B25081e5,H18B25081e6,H18B25081e7,H18B25081e8,H18B25082e1,H18B25082e2,H18B25082e3,H19B25087e1,H19B25087e10,H19B25087e11,H19B25087e12,H19B25087e13,H19B25087e14,H19B25087e15,H19B25087e16,H19B25087e17,H19B25087e18,H19B25087e19,H19B25087e2,H19B25087e20,H19B25087e21,H19B25087e22,H19B25087e23,H19B25087e24,H19B25087e25,H19B25087e26,H19B25087e27,H19B25087e28,H19B25087e29,H19B25087e3,H19B25087e30,H19B25087e31,H19B25087e32,H19B25087e33,H19B25087e34,H19B25087e35,H19B25087e36,H19B25087e37,H19B25087e38,H19B25087e39,H19B25087e4,H19B25087e5,H19B25087e6,H19B25087e7,H19B25087e8,H19B25087e9,H19B25088e1,H19B25088e2,H19B25088e3,H19B25089e1,H19B25089e2,H19B25089e3,H20B25091e1,H20B25091e10,H20B25091e11,H20B25091e12,H20B25091e13,H20B25091e14,H20B25091e15,H20B25091e16,H20B25091e17,H20B25091e18,H20B25091e19,H20B25091e2,H20B25091e20,H20B25091e21,H20B25091e22,H20B25091e23,H20B25091e3,H20B25091e4,H20B25091e5,H20B25091e6,H20B25091e7,H20B25091e8,H20B25091e9,H20B25092e1,H20B25092e2,H20B25092e3,H21B25056e2,H21B25057e1,H21B25058e1,H21B25059e1,H21B25060e1,H21B25061e1,H21B25062e1,H22B25063e10,H22B25063e11,H22B25063e12,H22B25063e13,H22B25063e14,H22B25063e15,H22B25063e16,H22B25063e17,H22B25063e18,H22B25063e19,H22B25063e2,H22B25063e20,H22B25063e21,H22B25063e22,H22B25063e23,H22B25063e24,H22B25063e25,H22B25063e26,H22B25063e27,H22B25063e3,H22B25063e4,H22B25063e5,H22B25063e6,H22B25063e7,H22B25063e8,H22B25063e9,H22B25064e1,H22B25065e1,H23B25070e1,H23B25070e10,H23B25070e11,H23B25070e2,H23B25070e3,H23B25070e4,H23B25070e5,H23B25070e6,H23B25070e7,H23B25070e8,H23B25070e9,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,OBJECTID,STATEFP,Shape__Area,Shape__Length,TRACTCE
40,416469,0,2,059,S,060590638052,15000US060590638052,456,456,0,456,0,0,456,0,0,0,0,0,0,0,1316,0,0,0,0,979,979,0,0,0,0,337,337,456,0,0,0,0,0,0,0,31,366,59,1965,1965,1964.0,1966.0,456,21,4,0,0,22,130,140,102,37,6.0,2841,6.0,5.9,6.4,2841.0,2275.0,566.0,456,4,0,6,281,150,15,0,0,0,40,48,0,4,0,6,241,102,15,88,378,303,75,0,0,0,0,0,0,20,20,0,0,0,0,48,35,13,10,10,0,372,303,69,59,40,19,456,368,88,67,19,0,12,46,0,10,10,10,0,0,0,5,53,133,26,23,42,2.89,2.66,3.83,1316,979,337,0,0,0,0,0,0,0,0,456,378,0,0,20,0,48,10,456,6,10,39,23,6,4,368,0,0,63,120,86,99,88,2002.0,2000.0,2011.0,456,0,12,27,24,25,0,368,11,71,156,89,32,9,88,1065.0,827.0,238.0,456,0,424,0,28,0,0,0,4,0,456,88,0,368,0,0,3,0,0,456,56,0,0,0,368,242,122,0,4,0,88,32,368,0,0,0,0,0,0,0,0,0,0,0,0,6,4,189,169,0,0,0,0,0,0,0,0,0,0,608500.0,730200.0,863900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,368,247,5,61,5,176,121,259600000.0,181950000.0,77650000.0,368,0,0,10,0,37,63,44,53,26,14,247,121,0,0,0,12,34,0,14,15,4,0,21,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2127.0,2653.0,403.0,723300.0,667000.0,56400.0,368,8,40,0,121,59,16,7,11,15,0,247,0,0,13,0,43,42,29,32,8,14,31,18.3,21.5,10.5,82,2013.0,2571.0,3250.0,212200.0,0,,0,0,0,0,0,0,0,0,0,4,82,0,0,5,31,7,23,12,6,0,0,0,0,0,0,0,2571.0,227300.0,88,36,6,0,4,4,27,4,7,0,0,+33.6889462,-117.9317405,G5030,Block Group 2,1264,06,603114.36328125,3471.86699926538,063805
41,387616,0,1,059,S,060590638061,15000US060590638061,473,453,20,473,0,0,88,50,24,299,0,12,0,0,1385,1043,22,0,0,199,182,17,0,0,0,1186,121,473,23,0,0,0,0,0,10,145,181,114,1965,1965,1964.0,1965.0,473,7,0,0,43,237,152,24,10,0,4.3,2121,4.3,4.5,4.3,2021.0,289.0,1732.0,473,0,9,303,161,0,0,0,9,281,100,0,0,0,0,22,41,0,0,390,382,41,341,22,22,0,0,0,0,7,0,7,12,0,12,30,0,30,0,0,0,275,41,234,137,0,137,453,63,390,18,0,0,127,90,101,32,30,0,10,0,0,0,0,31,0,14,0,3.06,3.16,3.04,1385,199,1186,20,20,0,0,0,0,0,0,453,382,22,0,7,12,30,0,453,29,53,225,54,29,0,63,0,0,0,23,30,10,390,2012.0,1997.0,2012.0,453,7,100,222,61,0,0,63,0,17,15,9,22,0,390,889.0,162.0,727.0,453,92,321,0,40,0,0,0,0,0,453,390,0,63,0,9,0,0,0,453,152,53,0,0,63,32,9,22,0,0,390,185,63,0,0,0,0,0,0,0,0,0,0,0,0,8,0,46,9,0,0,0,0,0,0,0,0,0,0,542100.0,627700.0,713300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63,46,0,8,9,29,17,,,,63,0,0,0,0,0,0,29,8,0,9,46,17,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750.0,2897.0,,,,,63,0,15,0,17,17,0,0,0,0,0,46,0,0,0,0,0,22,9,0,0,0,0,13.3,15.6,,390,1410.0,1694.0,1989.0,724400.0,20,,0,0,0,0,0,0,0,0,0,0,390,8,76,205,24,14,50,13,0,0,0,0,0,0,0,0,1771.0,764900.0,390,89,6,11,50,7,43,21,34,8,121,+33.6840318,-117.9224677,G5030,Block Group 1,1265,06,561266.12109375,3255.38419903394,063806
42,441058,0,2,059,S,060590638062,15000US060590638062,399,399,0,399,0,0,391,8,0,0,0,0,0,0,1182,0,0,0,0,1101,1101,0,0,0,0,81,81,399,9,9,0,0,10,17,0,0,82,272,1957,1957,1957.0,1957.0,399,27,0,0,0,27,81,177,87,0,6.0,2427,6.0,6.0,6.3,2427.0,2262.0,165.0,399,0,0,18,280,92,9,0,0,0,17,9,0,0,0,18,263,83,9,26,338,312,26,0,0,0,0,0,0,51,51,0,0,0,0,10,10,0,0,0,0,314,288,26,34,34,0,399,373,26,29,35,0,10,0,16,0,0,0,0,0,0,33,92,112,35,18,19,2.96,2.95,3.12,1182,1101,81,0,0,0,0,0,0,0,0,399,338,0,0,51,0,10,0,399,0,9,17,0,0,0,373,40,38,54,84,85,72,26,2005.0,2004.0,2014.0,399,0,0,10,16,0,0,373,9,76,202,79,7,0,26,813.0,745.0,68.0,399,0,326,0,73,0,0,0,0,0,399,26,0,373,0,0,0,0,0,399,0,0,0,0,373,241,132,0,0,0,26,26,373,0,0,0,0,0,0,0,0,0,0,0,0,0,9,125,210,29,0,0,0,0,0,0,0,0,0,668500.0,812500.0,923500.0,285435000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,373,279,0,20,0,259,94,285435000.0,219720000.0,65715000.0,373,0,0,0,0,9,107,74,26,10,53,279,94,0,0,0,0,0,9,19,9,27,0,12,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2390.0,2659.0,537.0,863500.0,810000.0,53400.0,373,0,18,0,94,50,10,8,17,0,9,279,0,0,0,0,9,61,38,48,69,11,25,20.8,23.3,9.0,26,,2286.0,2675.0,54100.0,0,,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,7,10,0,0,0,0,0,0,0,0,0,2786.0,59300.0,26,17,0,0,0,0,0,9,0,0,0,+33.6832195,-117.9282505,G5030,Block Group 2,1266,06,638638.30078125,3971.76303265809,063806
43,1365937,0,3,059,S,060590638063,15000US060590638063,556,556,0,556,0,0,485,41,0,19,11,0,0,0,1345,0,22,0,0,1196,1166,30,0,0,0,149,127,556,0,0,7,0,0,0,11,52,479,7,1966,1966,1966.0,1966.0,556,104,0,0,9,9,39,134,81,180,7.5,4084,7.5,7.7,5.6,4084.0,3671.0,413.0,556,0,0,60,130,267,99,0,0,38,21,13,0,0,0,22,109,254,99,72,483,438,45,0,0,0,0,0,0,25,25,0,0,0,0,21,21,0,27,0,27,432,387,45,72,72,0,556,484,72,96,55,0,13,0,27,0,21,11,0,0,0,30,76,91,22,7,107,2.42,2.47,2.07,1345,1196,149,0,0,0,0,0,0,0,0,556,483,0,0,25,0,21,27,556,0,13,27,21,0,11,484,0,38,104,115,54,173,72,2003.0,2001.0,2011.0,556,0,11,34,27,0,0,484,0,132,220,77,55,0,72,1183.0,1023.0,160.0,556,7,419,0,117,0,0,0,13,0,556,72,0,484,0,0,0,0,0,556,0,0,0,0,484,442,42,0,0,0,72,72,484,0,0,0,0,0,0,0,0,0,0,0,0,0,9,76,146,121,98,34,0,0,0,0,0,0,0,811600.0,1029600.0,1535700.0,553669000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,484,319,0,81,0,238,165,553669000.0,377499000.0,176170000.0,484,0,0,0,24,16,30,29,49,27,144,319,165,0,0,0,19,0,0,0,12,50,0,19,27,0,13,6,12,0,0,0,7,0,0,0,0,0,0,2621.0,3713.0,608.0,1332800.0,1215300.0,117600.0,484,15,22,8,165,82,58,0,10,9,0,319,0,0,6,0,0,88,51,66,7,12,50,16.0,21.3,10.0,72,2103.0,2368.0,2667.0,159500.0,0,,0,0,0,0,0,0,0,0,0,0,72,0,11,0,13,48,0,0,0,0,0,0,0,0,0,0,2625.0,172500.0,72,21,0,0,0,0,0,0,13,11,27,+33.6799479,-117.9379014,G5030,Block Group 3,1267,06,1977681.91796875,6589.63398157803,063806
44,1923760,0,2,059,S,060590638072,15000US060590638072,857,857,0,857,0,0,85,0,0,76,244,342,13,97,2136,194,1713,0,0,118,118,0,0,0,0,2018,111,857,0,29,0,0,6,0,213,314,245,50,1973,1973,1969.0,1974.0,857,12,56,26,254,319,108,45,21,16,3.8,3339,3.8,8.0,3.7,3339.0,320.0,3019.0,857,69,148,458,142,40,0,69,148,458,142,0,0,0,0,0,0,40,0,817,636,28,608,89,0,89,0,0,0,95,12,83,0,0,0,14,0,14,23,0,23,377,18,359,273,10,263,857,40,817,10,12,97,159,182,101,51,113,70,37,7,0,0,0,6,12,0,0,2.49,2.95,2.47,2136,118,2018,0,0,0,0,0,0,0,0,857,636,89,0,95,0,14,23,857,36,131,345,228,77,0,40,0,0,6,12,0,22,817,2011.0,1989.0,2012.0,857,162,336,306,13,0,0,40,0,10,18,0,12,0,817,1081.0,94.0,987.0,857,198,405,0,254,0,0,0,0,0,857,817,0,40,0,26,0,0,29,857,316,80,0,0,40,28,12,0,0,0,817,421,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,12,0,0,0,0,0,0,0,0,1045500.0,1159100.0,1541700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,6,0,0,0,6,34,,,,40,0,0,0,0,0,0,0,0,6,0,6,34,0,0,10,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,40,0,0,0,34,24,10,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,9.0,,9.0,817,1097.0,1379.0,1695.0,1072100.0,0,,0,45,14,0,0,0,0,0,0,0,817,119,182,384,8,0,0,0,0,0,0,0,0,42,0,23,1477.0,1124500.0,817,348,0,37,35,108,86,74,12,75,42,+33.6637062,-117.9280572,G5030,Block Group 2,1268,06,2784290.09765625,6803.60986512647,063807
45,1142855,0,1,059,S,060590639071,15000US060590639071,2228,1873,355,2228,0,0,0,0,0,33,205,455,558,977,3383,70,3300,0,0,13,0,0,13,0,0,3370,0,2228,0,0,0,126,1098,504,302,183,15,0,2001,2001,,2001.0,2228,0,161,336,679,866,95,91,0,0,3.4,7355,3.4,,3.4,,,,2228,194,1005,989,40,0,0,140,853,867,0,0,0,13,0,0,0,0,0,1860,930,0,930,122,0,122,0,0,0,616,13,603,34,0,34,109,0,109,62,0,62,813,0,813,252,0,252,1873,13,1860,0,0,88,942,361,124,177,64,104,0,0,0,13,0,0,0,0,0,1.81,,1.81,3383,13,3370,355,41,114,0,0,200,0,0,1873,930,122,0,616,34,109,62,1873,339,642,763,103,13,0,13,0,13,0,0,0,0,1860,,,,1873,85,1018,716,27,14,0,13,0,13,0,0,0,0,1860,,,,1873,131,1205,12,525,0,0,0,0,0,1873,1860,0,13,0,12,0,0,0,1873,598,14,37,13,13,0,13,0,0,0,1860,1198,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,13,0,0,0,13,0,,,,13,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,13,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,,,1860,1929.0,2188.0,2406.0,4044000.0,155,307900.0,0,0,0,0,0,0,0,0,0,0,1860,14,49,260,1054,447,36,0,0,0,0,0,0,0,0,0,2288.0,4231300.0,1860,207,75,29,177,411,203,208,160,179,211,+33.6908193,-117.8774200,G5030,Block Group 1,1269,06,1655099.4140625,5479.3759120256,063907
46,541192,0,1,059,S,060590639081,15000US060590639081,364,364,0,364,0,0,354,10,0,0,0,0,0,0,1303,0,0,0,0,1147,1147,0,0,0,0,156,156,364,0,0,0,0,12,44,12,96,164,36,1969,1969,1969.0,1969.0,364,20,0,0,0,10,66,103,115,50,6.5,2393,6.5,6.3,7.7,2393.0,2043.0,350.0,364,0,0,25,149,148,42,0,0,0,0,36,8,0,0,25,149,112,34,44,214,206,8,0,0,0,12,12,0,116,92,24,0,0,0,0,0,0,22,10,12,143,135,8,71,71,0,364,320,44,45,0,9,0,23,12,0,0,0,0,0,10,26,83,34,67,0,55,3.58,3.58,3.55,1303,1147,156,0,0,0,0,0,0,0,0,364,214,0,12,116,0,0,22,364,0,9,14,12,9,0,320,5,10,99,33,92,81,44,2000.0,1999.0,2010.0,364,12,0,32,0,0,0,320,10,15,206,42,47,0,44,805.0,741.0,64.0,364,0,326,0,28,0,0,10,0,0,364,44,0,320,0,12,0,0,0,364,18,0,0,0,320,208,95,17,0,0,44,26,320,0,0,0,0,0,0,0,0,10,0,0,0,0,48,92,170,0,0,0,0,0,0,0,0,0,0,559800.0,764700.0,882400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,320,202,0,0,0,202,118,214720000.0,135520000.0,79200000.0,320,22,0,15,22,11,52,12,8,0,50,202,118,0,0,0,0,0,10,0,10,31,0,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1167.0,2202.0,638.0,543400.0,470700.0,72700.0,320,46,51,0,118,70,28,0,10,0,0,202,0,0,0,10,40,11,12,21,21,0,0,17.5,29.0,9.0,35,1182.0,1806.0,2438.0,68200.0,0,,0,0,0,0,0,0,0,0,0,0,35,12,0,9,6,0,0,8,9,0,0,0,0,0,0,0,1806.0,76300.0,44,20,9,0,9,0,0,0,6,0,0,+33.6850731,-117.8910791,G5030,Block Group 1,1270,06,783660.58203125,4007.83637148704,063908
47,560674,0,2,059,S,060590639082,15000US060590639082,735,704,31,735,0,0,224,120,0,0,178,97,102,14,1619,0,404,0,0,1037,928,0,109,0,0,582,178,735,0,0,0,0,0,33,114,374,178,36,1974,1974,1970.0,1977.0,735,49,0,123,192,86,87,181,17,0,4.1,3272,4.3,5.8,2.9,3179.0,1921.0,1258.0,735,0,315,54,233,108,25,0,284,44,20,9,19,0,0,10,213,99,6,376,461,181,280,73,50,23,0,0,0,132,71,61,0,0,0,26,26,0,12,0,12,347,120,227,114,61,53,704,328,376,6,9,0,44,90,160,42,9,31,0,0,0,8,62,127,49,55,12,2.3,3.16,1.55,1619,1037,582,31,0,31,0,0,0,0,0,704,461,73,0,132,0,26,12,704,23,132,124,43,12,42,328,12,26,26,130,119,15,376,2009.0,2002.0,2014.0,704,8,314,35,0,0,19,328,0,40,140,115,33,0,376,1276.0,797.0,479.0,704,46,210,0,448,0,0,0,0,0,704,376,0,328,0,0,0,0,0,704,47,0,0,0,328,156,162,10,0,0,376,329,328,0,0,0,0,0,0,0,0,0,0,0,0,18,38,212,60,0,0,0,0,0,0,0,0,0,0,530700.0,627400.0,724100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,328,301,6,0,0,295,27,194415000.0,175065000.0,19350000.0,328,0,0,0,0,44,163,54,0,0,40,301,27,0,0,0,0,9,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2285.0,2327.0,,779200.0,764500.0,14700.0,328,32,0,0,27,6,0,0,21,0,0,301,0,0,0,0,0,17,71,34,82,33,32,25.9,26.7,21.8,357,1508.0,1678.0,1847.0,615000.0,31,,0,0,0,0,0,0,0,0,0,0,357,0,0,336,12,0,9,0,19,0,0,0,0,0,0,0,1766.0,633900.0,376,64,19,0,29,74,14,21,60,9,86,+33.6849637,-117.8799871,G5030,Block Group 2,1271,06,811871.5078125,4017.30023068877,063908
48,3107345,0,2,059,S,060590639072,15000US060590639072,1024,986,38,1024,0,0,570,101,18,28,123,122,0,62,2473,126,523,0,0,1617,1603,0,14,0,0,856,207,1024,0,0,0,21,87,73,220,491,132,0,1978,1977,1977.0,1978.0,1024,102,93,0,49,166,173,101,176,164,5.8,5903,6.0,7.1,3.8,5751.0,4444.0,1307.0,1024,93,74,211,223,423,0,93,74,134,47,12,0,0,0,39,176,411,0,360,569,375,194,0,0,0,21,0,21,331,200,131,51,51,0,0,0,0,14,0,14,513,346,167,56,29,27,986,626,360,27,38,33,109,79,63,28,48,0,0,0,35,0,67,31,149,86,193,2.51,2.58,2.38,2473,1617,856,38,0,0,0,0,38,0,0,986,569,0,21,331,51,0,14,986,141,57,148,14,0,0,626,0,0,78,226,103,219,360,2007.0,1999.0,2016.0,986,84,12,230,34,0,0,626,0,188,204,150,55,29,360,1985.0,1411.0,574.0,986,36,774,0,176,0,0,0,0,0,986,360,0,626,0,13,0,14,0,986,206,0,33,0,626,556,70,0,0,0,360,121,626,0,13,0,0,0,0,0,0,0,0,0,0,0,39,264,283,27,0,0,0,0,0,0,0,0,0,599000.0,747200.0,885600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,626,401,0,44,15,342,225,451242000.0,278555000.0,172687000.0,626,0,0,0,0,55,120,100,81,30,15,401,225,0,0,0,14,0,26,42,10,27,0,39,40,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2138.0,2628.0,576.0,1232500.0,1104400.0,128100.0,626,68,106,0,225,128,43,14,13,0,0,401,0,0,27,0,0,46,79,44,0,29,29,20.3,35.4,9.0,324,1716.0,2026.0,2695.0,687900.0,0,,0,0,0,0,0,0,0,0,0,21,324,0,0,98,68,78,47,12,36,0,0,0,0,0,0,0,2316.0,740500.0,360,13,119,16,0,55,67,43,14,33,0,+33.6937673,-117.9159329,G5030,Block Group 2,1351,06,4500422.8203125,12677.4063692662,063907
49,1064491,0,3,059,S,060590639073,15000US060590639073,737,701,36,737,0,0,358,55,15,0,134,77,45,53,2109,56,629,0,0,1210,1210,0,0,0,0,899,214,737,0,0,0,0,25,42,254,388,28,0,1979,1978,1975.0,1983.0,737,87,0,56,128,142,65,151,47,61,5.2,3948,5.4,6.4,3.4,3804.0,2414.0,1390.0,737,0,236,102,180,191,28,0,236,52,25,40,0,0,0,14,155,151,28,353,497,258,239,45,28,17,0,0,0,130,44,86,0,0,0,29,18,11,0,0,0,395,258,137,131,18,113,701,348,353,29,0,0,166,69,39,33,0,0,46,0,0,12,28,95,42,67,75,3.01,3.48,2.55,2109,1210,899,36,36,0,0,0,0,0,0,701,497,45,0,130,0,29,0,701,0,127,151,63,0,12,348,0,0,46,114,109,79,353,2009.0,1999.0,2013.0,701,0,82,271,0,0,0,348,14,12,136,153,33,0,353,1499.0,875.0,624.0,701,37,350,0,314,0,0,0,0,0,701,353,0,348,0,0,0,15,12,701,123,45,0,0,348,191,157,0,0,0,353,185,348,0,0,0,0,0,0,0,0,0,0,12,14,16,12,180,71,29,14,0,0,0,0,0,0,0,0,545800.0,666700.0,845100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348,254,0,73,0,181,94,236758400.0,183350000.0,53408400.0,348,0,0,0,0,49,47,12,92,0,54,254,94,0,12,0,0,0,0,0,0,0,0,33,18,15,0,0,0,16,0,0,0,0,0,0,0,0,0,2330.0,3103.0,711.0,841600.0,774600.0,67000.0,348,32,28,0,94,63,0,16,0,0,0,254,0,0,15,0,0,10,47,46,91,0,0,24.1,26.3,9.0,341,1705.0,1910.0,2306.0,683700.0,36,,0,0,0,0,0,0,0,0,0,0,341,0,0,195,91,15,16,24,12,0,0,0,0,0,0,0,1937.0,720100.0,353,66,12,0,72,25,133,0,0,28,17,+33.6920135,-117.8933433,G5030,Block Group 3,1352,06,1541657.9375,6156.56655127883,063907
